sa2_code,sa2_name,state,avg_school_icsea,num_schools
309091263,Ashmore,QLD,1075.7,7
309101562,Surfers Paradise - South,QLD,1066.1,4
310011271,Darra - Sumner,QLD,976.5,4
310011274,Inala - Richlands,QLD,937.2,9
310011275,Oxley (Qld),QLD,1109.0,8
310011564,Forest Lake - Ellen Grove,QLD,1031.4,4
310021277,Boonah,QLD,989.4,11
310021278,Esk,QLD,958.3,3
310021280,Lockyer Valley - East,QLD,968.7,12
310021281,Lowood,QLD,925.2,9
310021282,Rosewood,QLD,931.8,6
310031287,Ipswich - East,QLD,935.0,6
310031293,Raceview,QLD,989.4,26
310031294,Ripley,QLD,1023.4,13
310031295,Riverview,QLD,981.0,2
310041302,Redbank Plains,QLD,960.1,10
310041304,Springfield Lakes,QLD,1020.3,21
311011305,Beaudesert,QLD,961.2,12
311021307,Eagleby,QLD,967.5,20
311031311,Boronia Heights - Park Ridge,QLD,980.1,3
311031312,Browns Plains,QLD,1022.7,2
311031317,Marsden,QLD,938.5,4
311031318,Munruben - Park Ridge South,QLD,994.7,5
311031319,Regents Park - Heritage Park,QLD,964.1,6
311041570,Jimboomba - Glenlogan,QLD,989.5,6
311051323,Bethania - Waterford,QLD,1043.0,1
311051324,Cornubia - Carbrook,QLD,1044.1,5
311051325,Loganholme - Tanah Merah,QLD,967.0,1
311051326,Loganlea,QLD,936.9,2
311051327,Shailer Park,QLD,1008.7,3
311051328,Waterford West,QLD,971.1,5
311061332,Rochedale South - Priestdale,QLD,1075.9,6
311061333,Slacks Creek,QLD,1016.0,10
311061336,Woodridge,QLD,912.0,11
312011337,Bowen,QLD,926.3,5
312011338,Broadsound - Nebo,QLD,921.1,7
312011339,Clermont,QLD,950.8,4
312011340,Collinsville,QLD,894.5,4
312011341,Moranbah,QLD,952.2,3
312021342,Andergrove - Beaconsfield,QLD,978.7,32
312021351,Pioneer Valley,QLD,955.3,5
312021352,Sarina,QLD,926.8,5
312021353,Seaforth - Calen,QLD,980.4,14
312021354,Shoal Point - Bucasia,QLD,962.0,1
312021357,Walkerston - Eton,QLD,977.8,2
312031359,Airlie - Whitsundays,QLD,998.3,3
312031361,Proserpine,QLD,985.5,3
313011363,Bribie Island,QLD,973.7,3
313021366,Caboolture - South,QLD,957.5,5
313021367,Elimbah,QLD,988.0,1
313021369,Wamuran,QLD,979.0,1
313021572,Caboolture - East,QLD,980.7,19
313031370,Kilcoy,QLD,976.5,3
313031371,Woodford - D'Aguilar,QLD,969.7,2
313041372,Burpengary,QLD,990.6,5
313041373,Deception Bay,QLD,930.2,8
313041375,Narangba,QLD,1000.3,4
313051378,Margate - Woody Point,QLD,987.0,5
313051380,Rothwell - Kippa-Ring,QLD,1048.8,4
313051575,Scarborough - Newport,QLD,1019.9,6
314011382,Albany Creek,QLD,1060.6,5
314011383,Cashmere,QLD,1014.2,7
314011384,Dayboro,QLD,1036.1,2
314011385,Eatons Hill,QLD,1060.0,1
314011387,Samford Valley,QLD,1094.4,4
314021389,Murrumba Downs - Griffin,QLD,1002.4,9
314021579,North Lakes,QLD,1046.7,8
314031392,Lawnton,QLD,973.9,3
314031393,Petrie,QLD,998.2,4
315011396,Cape York,QLD,784.9,15
315011397,Croydon - Etheridge,QLD,802.2,14
315011401,Torres,QLD,736.2,3
315021404,Carpentaria,QLD,688.9,5
315021405,Mount Isa,QLD,884.8,15
315021406,Mount Isa Surrounds,QLD,862.4,3
315021407,Northern Highlands,QLD,906.9,5
315031408,Barcaldine - Blackall,QLD,914.2,8
315031409,Charleville,QLD,903.3,6
315031410,Far Central West,QLD,893.5,5
315031411,Far South West,QLD,789.9,5
315031412,Longreach,QLD,956.2,7
316011413,Buderim - North,QLD,1096.0,8
316021421,Golden Beach - Pelican Waters,QLD,1040.1,16
316021423,Parrearra - Warana,QLD,1039.3,2
316031425,Coolum Beach,QLD,1075.0,6
316031426,Marcoola - Mudjimba,QLD,1024.0,1
316031427,Maroochydore - Kuluin,QLD,1029.7,5
316031428,Mooloolaba - Alexandra Headland,QLD,1048.5,4
316051434,Noosa Heads,QLD,1058.9,5
316051435,Noosaville,QLD,1085.6,3
316051438,Tewantin,QLD,1018.0,1
316061439,Beerwah,QLD,1003.8,5
316061440,Caloundra Hinterland,QLD,1036.9,4
316061441,Glass House Mountains,QLD,986.8,2
316061442,Landsborough,QLD,1025.2,6
316061443,Maroochy Hinterland,QLD,983.0,1
316061444,Palmwoods,QLD,1038.0,3
316071547,Eumundi - Yandina,QLD,1044.0,4
316071548,Nambour,QLD,1034.5,14
316081549,Noosa Hinterland,QLD,1022.0,7
317011445,Cambooya - Wyreema,QLD,975.0,2
317011448,Gatton,QLD,946.9,7
317011449,Gowrie (Qld),QLD,939.0,1
317011450,Highfields,QLD,1029.2,13
317011451,Lockyer Valley - West,QLD,945.6,5
317011456,Toowoomba - Central,QLD,1010.1,46
318011460,Ayr,QLD,948.8,11
318011461,Burdekin,QLD,906.0,7
318011462,Charters Towers,QLD,933.7,8
318011465,Ingham Surrounds,QLD,938.1,15
318021468,Annandale (Qld),QLD,975.2,18
318021471,Condon - Rasmussen,QLD,821.8,5
318021478,Hermit Park - Rosslea,QLD,1017.0,9
318021482,Kirwan - West,QLD,948.0,5
318021483,Magnetic Island,QLD,1027.0,1
318021487,Oonoonba,QLD,941.4,3
318021489,Townsville - South,QLD,739.7,11
318021490,Townsville City - North Ward,QLD,1013.4,11
318021582,Burdell - Mount Low,QLD,974.7,8
319011493,Bargara - Burnett Heads,QLD,977.8,35
319011498,Bundaberg Surrounds - North,QLD,954.0,1
319011499,Bundaberg Surrounds - South,QLD,942.3,5
319021503,Gayndah - Mundubbera,QLD,931.4,9
319021504,Gin Gin,QLD,936.6,8
319021505,Kingaroy,QLD,958.6,9
319021506,Kingaroy Surrounds - North,QLD,826.5,13
319021508,Monto - Eidsvold,QLD,919.5,6
319021509,Nanango,QLD,917.4,8
319031511,Cooloola,QLD,927.5,2
319031514,Gympie Surrounds,QLD,978.3,28
319031515,Kilkivan,QLD,911.9,2
319041518,Pialba - Eli Waters,QLD,989.3,15
319051522,Burrum - Fraser,QLD,910.9,2
319051524,Maryborough (Qld),QLD,959.5,18
319051525,Maryborough Surrounds - South,QLD,915.0,1
401011001,Adelaide,SA,1095.4,11
401011002,North Adelaide,SA,1099.9,2
401021003,Adelaide Hills,SA,1004.5,5
401021004,Aldgate - Stirling,SA,1094.8,13
401021005,Hahndorf - Echunga,SA,1086.6,3
401021006,Lobethal - Woodside,SA,1022.4,7
401021007,Mount Barker,SA,1045.6,8
401021008,Mount Barker Surrounds,SA,1013.0,1
401021009,Nairne,SA,1009.0,1
401021010,Uraidla - Summertown,SA,1111.9,3
401031011,Burnside - Wattle Park,SA,1137.5,8
401031012,Beaumont - Glen Osmond,SA,1151.3,3
401031013,Toorak Gardens,SA,1157.8,2
401041014,Athelstone,SA,1131.3,3
401041015,Paradise - Newton,SA,1052.6,7
401041016,Rostrevor - Magill,SA,1086.9,9
401051017,Norwood (SA),SA,1145.3,4
401051018,Payneham - Felixstow,SA,1026.6,4
401051019,St Peters - Marden,SA,1152.8,2
401061020,Nailsworth - Broadview,SA,1106.0,1
401061021,Prospect,SA,1064.4,5
401061022,Walkerville,SA,1150.7,5
401071023,Goodwood - Millswood,SA,1128.4,6
401071024,Unley - Parkside,SA,1141.3,8
402011025,Gawler - North,SA,1017.6,2
402011026,Gawler - South,SA,999.6,10
402011027,Lewiston - Two Wells,SA,932.0,1
402021028,Craigmore - Blakeview,SA,957.3,11
402021030,Elizabeth,SA,930.8,12
402021032,Munno Para West - Angle Vale,SA,957.2,6
402021034,Smithfield - Elizabeth North,SA,915.8,8
402021035,Virginia - Waterloo Corner,SA,992.0,1
402031036,Enfield - Blair Athol,SA,978.1,5
402031038,Windsor Gardens,SA,1043.5,9
402031175,Northgate - Northfield,SA,1027.1,5
402031176,Valley View - Gilles Plains,SA,1026.5,4
402041040,Ingle Farm,SA,977.3,3
402041041,Para Hills,SA,972.2,5
402041043,Parafield Gardens,SA,963.5,6
402041046,Salisbury,SA,938.2,11
402041047,Salisbury East,SA,972.9,7
402041048,Salisbury North,SA,946.0,1
402041171,Mawson Lakes - Globe Derby Park,SA,1058.6,3
402051049,Golden Grove,SA,1042.2,6
402051052,Hope Valley - Modbury,SA,1053.1,5
402051053,Modbury Heights,SA,1050.0,9
402051054,Redwood Park,SA,1012.1,2
402051055,St Agnes - Ridgehaven,SA,1027.9,8
403011056,Brighton (SA),SA,1080.5,4
403011057,Glenelg (SA),SA,1089.9,6
403021058,Edwardstown,SA,1096.5,2
403021059,Hallett Cove,SA,1035.1,7
403021060,Marino - Seaview Downs,SA,1073.5,2
403021061,Mitchell Park,SA,1086.9,9
403021064,Warradale,SA,1043.1,5
403031065,Belair,SA,1133.2,2
403031066,Bellevue Heights,SA,1075.0,4
403031067,Blackwood,SA,1103.0,3
403031068,Colonel Light Gardens,SA,1093.0,4
403031069,Mitcham (SA),SA,1107.0,8
403031070,Panorama,SA,1067.0,4
403041071,Aberfoyle Park,SA,1049.7,11
403041072,Aldinga,SA,955.6,2
403041073,Christie Downs,SA,982.3,7
403041074,Christies Beach,SA,994.2,6
403041075,Clarendon,SA,1035.8,2
403041079,Hackham West - Huntfield Heights,SA,916.3,3
403041083,McLaren Vale,SA,1049.5,3
403041084,Morphett Vale - East,SA,1004.2,14
403041086,Reynella,SA,989.1,3
403041088,Willunga,SA,1023.3,3
403041178,Seaford Rise - Moana,SA,988.5,4
404011090,Beverley,SA,1014.0,6
404011091,Flinders Park,SA,1049.3,4
404011092,Henley Beach,SA,1069.1,7
404011093,Hindmarsh - Brompton,SA,1018.0,8
404011094,Royal Park - Hendon - Albert Park,SA,1003.7,3
404011095,Seaton - Grange,SA,993.8,3
404011096,West Lakes,SA,1060.0,1
404021099,Largs Bay - Semaphore,SA,1004.4,4
404021100,North Haven,SA,962.5,4
404021101,Port Adelaide,SA,1004.0,5
404021102,The Parks,SA,965.8,3
404031106,Lockleys,SA,1045.1,5
404031107,Plympton,SA,1095.8,8
404031108,Richmond (SA),SA,1014.2,7
404031109,West Beach,SA,1089.0,1
405011110,Barossa - Angaston,SA,1019.2,6
405011111,Light,SA,981.5,5
405011112,Lyndoch,SA,1009.5,4
405011113,Mallala,SA,982.0,1
405011114,Nuriootpa,SA,998.6,4
405011115,Tanunda,SA,1046.7,2
405021116,Clare,SA,1016.6,3
405021117,Gilbert Valley,SA,952.5,7
405021118,Goyder,SA,964.6,4
405021119,Wakefield - Barunga West,SA,968.5,12
405031120,Jamestown,SA,995.9,7
405031121,Peterborough - Mount Remarkable,SA,956.4,7
405031122,Port Pirie,SA,938.0,9
405031123,Port Pirie Surrounds,SA,977.0,1
405041124,Kadina,SA,954.1,3
405041125,Moonta,SA,924.0,1
405041126,Wallaroo,SA,935.2,2
405041127,Yorke Peninsula - North,SA,955.8,4
405041128,Yorke Peninsula - South,SA,957.7,5
406011129,Ceduna,SA,845.3,3
406011130,Eyre Peninsula,SA,991.2,6
406011131,Kimba - Cleve - Franklin Harbour,SA,984.4,3
406011132,Le Hunte - Elliston,SA,987.1,4
406011133,Port Lincoln,SA,965.7,8
406011134,West Coast (SA),SA,974.3,2
406011136,Whyalla,SA,928.6,11
406021139,Coober Pedy,SA,785.0,1
406021140,Quorn - Lake Gilles,SA,915.6,2
406021141,Outback,SA,811.3,3
406021142,Port Augusta,SA,881.3,10
406021143,Roxby Downs,SA,937.4,2
407011144,Goolwa - Port Elliot,SA,974.2,3
407011145,Kangaroo Island,SA,998.0,1
407011146,Strathalbyn,SA,987.2,2
407011147,Strathalbyn Surrounds,SA,987.0,1
407011148,Victor Harbor,SA,1018.4,4
407011149,Yankalilla,SA,974.4,3
407021150,Grant,SA,971.7,9
407021151,Kingston - Robe,SA,968.5,2
407021152,Millicent,SA,957.8,7
407021154,Naracoorte,SA,963.8,5
407021155,Naracoorte Surrounds,SA,981.9,2
407021156,Penola,SA,959.8,5
407021157,Tatiara,SA,967.1,4
407021158,Wattle Range,SA,959.0,1
407021173,Mount Gambier - East,SA,984.0,10
407031159,Barmera,SA,959.2,6
407031160,Berri,SA,932.6,4
407031161,Karoonda - Lameroo,SA,984.1,3
407031162,Loxton,SA,984.4,5
407031163,Loxton Surrounds,SA,898.0,1
407031164,Mannum,SA,939.5,3
407031165,Murray Bridge,SA,938.6,8
407031166,Murray Bridge Surrounds,SA,985.0,2
407031167,Renmark,SA,960.2,6
407031169,The Coorong,SA,928.3,5
407031170,Waikerie,SA,966.8,7
501011001,Augusta,WA,1038.3,4
501011003,Busselton Surrounds,WA,1055.3,4
501011004,Margaret River,WA,1044.3,5
501011294,Busselton - West,WA,1019.3,10
501021005,Australind - Leschenault,WA,989.4,8
501021007,Capel,WA,997.1,4
501021009,Collie,WA,930.5,6
501021010,Dardanup,WA,1008.8,3
501021012,Eaton - Pelican Point,WA,954.7,3
501021014,Harvey,WA,976.8,8
501021016,Waroona,WA,937.5,2
501021253,South Bunbury - Bunbury,WA,1000.9,23
501031017,Bridgetown - Boyup Brook,WA,1009.2,6
501031018,Donnybrook - Balingup,WA,970.7,4
501031019,Manjimup,WA,988.7,5
501031020,Pemberton,WA,997.5,5
502011021,Dawesville - Bouvard,WA,989.6,2
502011024,Halls Head - Erskine,WA,992.2,24
502011027,Mandurah - North,WA,1006.2,3
502011029,Pinjarra,WA,963.6,7
503011030,City Beach,WA,1166.9,5
503011031,Claremont (WA),WA,1169.3,10
503011032,Cottesloe,WA,1158.8,3
503011034,Mosman Park - Peppermint Grove,WA,1152.9,5
503011035,Nedlands - Dalkeith - Crawley,WA,1179.0,3
503021038,Mount Hawthorn - Leederville,WA,1140.8,3
503021039,Mount Lawley - Inglewood,WA,1110.3,9
503021040,North Perth,WA,1133.7,2
503021042,Subiaco - Shenton Park,WA,1166.8,6
503021043,Wembley - West Leederville - Glendalough,WA,1105.7,12
503021295,East Perth,WA,1113.0,1
503021296,Perth (North) - Highgate,WA,1112.2,2
503021297,Perth (West) - Northbridge,WA,1128.7,2
504011044,Bassendean - Eden Hill - Ashfield,WA,974.1,11
504011045,Bayswater - Embleton - Bedford,WA,1080.3,4
504011046,Maylands,WA,1086.0,1
504011047,Morley,WA,1014.9,10
504021049,Chidlow,WA,968.8,2
504021050,Glen Forrest - Darlington,WA,1100.8,4
504021053,Mundaring,WA,1018.2,8
504021054,Swan View - Greenmount - Midvale,WA,991.1,17
504031056,Ballajura,WA,983.6,6
504031057,Beechboro,WA,957.7,4
504031058,Bullsbrook,WA,967.6,2
504031060,Gidgegannup,WA,1006.0,1
504031299,Brabham - Henley Brook,WA,1051.8,10
504031300,Ellenbrook,WA,1002.1,14
505011071,Currambine - Kinross,WA,1045.5,5
505011072,Duncraig,WA,1105.5,6
505011073,Greenwood - Warwick,WA,1032.9,7
505011075,Hillarys,WA,1085.3,11
505011077,Joondalup - Edgewater,WA,1048.5,21
505011078,Kingsley,WA,1072.2,10
505011082,Sorrento - Marmion,WA,1109.8,7
505021084,Balcatta - Hamersley,WA,1055.9,7
505021088,Innaloo - Doubleview,WA,1118.8,13
505021090,Nollamara - Westminster,WA,997.7,16
505021092,Scarborough,WA,1146.0,4
505021093,Stirling - Osborne Park,WA,1057.0,1
505021095,Tuart Hill - Joondanna,WA,1068.2,5
505021302,Dianella - South,WA,1043.1,13
505031098,Alexander Heights - Koondoola,WA,957.0,13
505031099,Butler - Merriwa - Ridgewood,WA,988.9,6
505031100,Carramar,WA,992.3,5
505031101,Clarkson,WA,1023.7,14
505031255,Alkimos - Eglinton,WA,1021.4,7
505031257,Two Rocks,WA,968.3,2
505031258,Yanchep,WA,970.7,4
505031306,Wanneroo - Sinagra,WA,1039.8,17
506011110,Armadale - Wungong - Brookdale,WA,1032.3,28
506011114,Kelmscott,WA,1001.6,10
506021118,Belmont - Ascot - Redcliffe,WA,989.1,4
506021119,East Victoria Park - Carlisle,WA,1075.9,4
506021123,Victoria Park - Lathlain - Burswood,WA,1106.8,7
506021309,Cloverdale,WA,1024.3,8
506021311,Rivervale,WA,1049.2,2
506031124,Bentley - Wilson - St James,WA,1035.0,4
506031127,Cannington - Queens Park,WA,1033.3,14
506031128,Parkwood - Ferndale - Lynwood,WA,1033.7,6
506031129,Riverton - Shelley - Rossmoyne,WA,1120.4,7
506031131,Willetton,WA,1101.9,15
506041134,Gosnells,WA,998.0,13
506041136,Maddington - Orange Grove - Martin,WA,945.6,7
506041137,Thornlie,WA,991.3,7
506051138,Forrestfield - Wattle Grove,WA,982.9,6
506051139,High Wycombe,WA,999.0,4
506051141,Lesmurdie - Bickley - Carmel,WA,1048.6,16
506061142,Byford,WA,988.4,8
506061143,Mundijong,WA,1002.4,2
506061144,Serpentine - Jarrahdale,WA,997.4,3
506071145,Como,WA,1095.7,9
506071147,South Perth - Kensington,WA,1104.0,7
507011148,Banjup,WA,1039.1,20
507011152,Coogee,WA,1058.3,2
507011154,Hamilton Hill,WA,1040.6,20
507021164,East Fremantle,WA,1156.0,1
507021165,Fremantle,WA,1120.0,7
507021166,Fremantle - South,WA,1045.1,5
507031169,Wellard (West) - Bertram,WA,1017.8,6
507031174,Parmelia - Orelia,WA,962.9,8
507041175,Applecross - Ardross,WA,1133.5,6
507041177,Bicton - Palmyra,WA,1113.4,3
507041178,Booragoon,WA,1121.0,1
507041180,Leeming,WA,1126.8,8
507041181,Melville,WA,1098.7,7
507041184,Winthrop,WA,1120.1,4
507051187,Port Kennedy,WA,964.8,6
507051188,Rockingham,WA,985.2,12
507051190,Safety Bay - Shoalwater,WA,986.2,12
507051191,Singleton - Golden Bay - Secret Harbour,WA,999.5,5
507051313,Baldivis - South,WA,1000.0,13
509011225,Albany,WA,999.5,17
509011226,Albany Surrounds,WA,988.0,3
509011228,Denmark,WA,1038.1,5
509011229,Gnowangerup,WA,975.5,7
509011230,Katanning,WA,894.9,4
509011231,Kojonup,WA,957.1,6
509011234,Plantagenet,WA,939.7,2
509021236,Chittering,WA,974.0,1
509021237,Cunderdin,WA,939.6,6
509021238,Dowerin,WA,937.1,7
509021239,Gingin - Dandaragan,WA,958.4,6
509021240,Merredin,WA,943.2,5
509021241,Moora,WA,937.9,9
509021242,Mukinbudin,WA,939.0,7
509021243,Northam,WA,932.2,8
509021244,Toodyay,WA,942.0,1
509021245,York - Beverley,WA,950.7,2
509031246,Brookton,WA,932.1,4
509031247,Kulin,WA,989.5,10
509031248,Murray,WA,963.4,2
509031249,Narrogin,WA,948.4,5
509031250,Wagin,WA,964.2,3
510011262,Broome,WA,879.3,11
510011263,Derby - West Kimberley,WA,712.8,16
510011264,Halls Creek,WA,656.1,6
510011265,Kununurra,WA,817.8,7
510021267,East Pilbara,WA,677.1,2
510021268,Newman,WA,884.8,5
510021269,Port Hedland,WA,948.1,4
510021270,South Hedland,WA,874.7,6
510031271,Ashburton (WA),WA,902.7,6
510031272,Karratha,WA,952.3,8
510031273,Roebourne,WA,882.3,3
511011275,Esperance Surrounds,WA,956.0,17
511021276,Carnarvon,WA,864.5,4
511021277,Exmouth,WA,972.3,3
511031278,Boulder,WA,934.4,4
511031279,Kalgoorlie,WA,944.4,13
511031282,Kambalda - Coolgardie - Norseman,WA,833.0,4
511031283,Leinster - Leonora,WA,779.0,4
511041285,Geraldton,WA,946.8,19
511041289,Irwin,WA,945.0,1
511041290,Meekatharra,WA,650.2,6
511041291,Morawa,WA,931.9,8
511041292,Northampton - Mullewa - Greenough,WA,918.6,11
601011001,Bridgewater - Gagebrook,TAS,861.2,11
601021005,Cambridge,TAS,1038.3,2
601021007,Howrah - Tranmere,TAS,1029.6,11
601021008,Lindisfarne - Rose Bay,TAS,1012.3,5
601021010,Risdon Vale,TAS,875.0,1
601021011,Rokeby,TAS,899.4,5
601021012,South Arm,TAS,1060.0,1
601031014,Berriedale - Chigwell,TAS,956.0,1
601031015,Claremont (Tas.),TAS,946.8,7
601031017,Glenorchy,TAS,969.3,7
601031019,Moonah,TAS,967.9,6
601031020,New Norfolk,TAS,908.5,7
601041022,Kingston - Huntingfield,TAS,1041.5,6
601041023,Kingston Beach - Blackmans Bay,TAS,1063.4,2
601041024,Margate - Snug,TAS,1024.5,3
601041026,Taroona - Bonnet Hill,TAS,1124.8,2
601051027,Hobart,TAS,1098.7,8
601051029,Mount Nelson - Dynnyrne,TAS,1057.4,2
601051030,New Town,TAS,1025.2,5
601051031,Sandy Bay,TAS,1129.4,6
601051032,South Hobart - Fern Tree,TAS,1135.5,2
601061034,Dodges Ferry - Lewisham,TAS,978.8,2
601061035,Sorell - Richmond,TAS,958.5,3
602011038,Launceston,TAS,1013.9,27
602011039,Legana,TAS,1002.0,1
602011041,Newnham - Mayfield,TAS,967.3,8
602011047,South Launceston,TAS,973.8,3
602021053,Beauty Point - Beaconsfield,TAS,924.0,1
602021054,Deloraine,TAS,945.3,5
602021055,Grindelwald - Lanena,TAS,956.4,2
602021057,Westbury,TAS,989.2,2
602031058,Dilston - Lilydale,TAS,939.0,1
602031059,George Town,TAS,893.1,3
602031060,Longford,TAS,921.0,1
602031061,Northern Midlands,TAS,930.0,3
602031062,Perth - Evandale,TAS,973.8,2
602031064,St Helens - Scamander,TAS,958.0,1
602031099,Flinders and Cape Barren Islands,TAS,903.0,2
602031100,Scottsdale - Bridport,TAS,921.3,5
603011067,Southern Midlands,TAS,906.9,2
603011068,Wilderness - East,TAS,945.8,2
603021069,Bruny Island - Kettering,TAS,1008.3,2
603021070,Cygnet,TAS,947.9,3
603021071,Geeveston - Dover,TAS,863.0,1
603021072,Huonville - Franklin,TAS,927.8,4
603031073,Forestier - Tasman,TAS,930.0,1
603031074,Triabunna - Bicheno,TAS,938.3,5
604011076,Burnie - Ulverstone Surrounds,TAS,956.0,3
604011077,Burnie - Wivenhoe,TAS,951.8,11
604011079,Penguin - Sulphur Creek,TAS,963.5,3
604011081,Somerset,TAS,929.7,2
604011082,Ulverstone,TAS,957.7,7
604011084,Wynyard,TAS,929.9,4
604021085,Devonport,TAS,954.4,15
604021089,Port Sorell,TAS,968.5,7
604021091,Sheffield - Railton,TAS,921.0,1
604031093,King Island,TAS,950.0,1
604031094,North West,TAS,884.4,9
604031097,West Coast (Tas.),TAS,900.4,5
701011002,Darwin City,NT,1076.0,1
701011008,Stuart Park,NT,1032.1,9
701021012,Berrimah,NT,1078.6,3
701021022,Malak - Marrara,NT,941.7,12
701021025,Nightcliff,NT,1011.7,16
701031031,Howard Springs,NT,1010.3,2
701031032,Humpty Doo,NT,943.9,4
701031035,Weddell,NT,939.0,1
701041038,Durack - Marlow Lagoon,NT,916.3,9
701041042,Palmerston - South,NT,990.1,5
702011045,Charles,NT,937.4,11
702011050,Petermann - Simpson,NT,629.0,34
702011051,Ross,NT,1037.5,2
702021056,Tennant Creek,NT,738.9,2
702031057,Alligator,NT,779.6,6
702031058,Daly,NT,683.0,1
702041062,Anindilyakwa,NT,888.0,1
702041063,East Arnhem,NT,687.3,34
702041064,Nhulunbuy,NT,786.4,6
702051066,Gulf,NT,632.7,20
702051067,Katherine,NT,859.9,8
801011002,Belconnen,ACT,1127.4,9
801011004,Charnwood,ACT,1042.7,12
801011024,Scullin,ACT,1099.4,10
801041034,Amaroo,ACT,1076.6,7
801041037,Crace,ACT,1078.0,1
801041040,Gungahlin,ACT,1125.6,2
801041046,Ngunnawal,ACT,1069.7,8
801051061,Watson,ACT,1130.6,13
801051124,Campbell,ACT,1134.6,6
801061064,Griffith (ACT),ACT,1137.7,6
801061067,Narrabundah,ACT,1115.1,3
801061070,Yarralumla,ACT,1152.3,5
801071073,Calwell,ACT,1033.9,10
801071078,Gordon (ACT),ACT,1025.7,5
801071080,Greenway,ACT,1023.0,1
801071082,Kambah,ACT,1020.4,4
801071084,Monash,ACT,1067.5,4
801071090,Wanniassa,ACT,1074.2,5
801081098,Weston,ACT,1102.8,11
801091100,Curtin,ACT,1145.8,6
801091106,Mawson,ACT,1118.2,7
801091109,Phillip,ACT,1089.1,2
901011001,Christmas Island,OT,996.0,1
901021002,Cocos (Keeling) Islands,OT,948.0,1
901041004,Norfolk Island,OT,1002.0,1
