sa2_code,sa2_name,state,avg_school_icsea,num_schools
101021007,Braidwood,NSW,1007.4,2
101021009,Queanbeyan,NSW,1028.3,14
101021012,Queanbeyan West - Jerrabomberra,NSW,1096.2,2
101021611,Queanbeyan Surrounds,NSW,1035.2,3
101031013,Bombala,NSW,943.4,4
101031014,Cooma,NSW,996.2,6
101031015,Cooma Surrounds,NSW,961.0,3
101031016,Jindabyne - Berridale,NSW,1049.1,4
101041018,Batemans Bay - South,NSW,920.7,5
101041020,Bega-Eden Hinterland,NSW,991.3,15
101041023,Eden,NSW,939.8,2
101041024,Eurobodalla Hinterland,NSW,890.0,1
101041025,Merimbula - Tura Beach,NSW,1014.5,4
101041026,Moruya - Tuross Head,NSW,993.3,6
101041027,Narooma - Bermagui,NSW,949.1,4
101051539,Goulburn,NSW,973.0,18
101051540,Goulburn Surrounds,NSW,977.3,11
101061541,Yass,NSW,1007.4,6
101061542,Yass Surrounds,NSW,1016.3,6
101061543,Young,NSW,961.4,9
101061544,Young Surrounds,NSW,953.8,7
102011028,Avoca Beach - Copacabana,NSW,1064.8,9
102011032,Gosford - Springfield,NSW,1041.8,34
102011039,Terrigal - North Avoca,NSW,1096.9,7
102011040,Umina - Booker Bay - Patonga,NSW,999.7,5
102011042,Woy Woy - Blackwall,NSW,1006.5,4
102021046,Budgewoi - Buff Point - Halekulani,NSW,921.9,5
102021048,Gorokan - Kanwal - Charmhaven,NSW,937.2,4
102021051,Ourimbah - Fountaindale,NSW,1054.9,2
102021053,The Entrance,NSW,987.2,13
102021056,Warnervale - Wadalba,NSW,990.5,26
103011061,Oberon,NSW,936.6,4
103011612,Bathurst - South,NSW,991.5,24
103021062,Condobolin,NSW,875.4,9
103021063,Cowra,NSW,916.5,7
103021064,Cowra Surrounds,NSW,955.3,5
103021065,Forbes,NSW,943.6,8
103021066,Grenfell,NSW,960.2,5
103021067,Parkes (NSW),NSW,937.1,6
103021068,Parkes Surrounds,NSW,857.9,5
103021069,West Wyalong,NSW,947.2,12
103031070,Lithgow,NSW,937.0,8
103031071,Lithgow Surrounds,NSW,882.2,4
103031073,Mudgee Surrounds - East,NSW,908.8,4
103031074,Mudgee Surrounds - West,NSW,953.4,14
103041076,Blayney,NSW,960.2,8
103041077,Orange,NSW,1002.0,23
103041079,Orange Surrounds,NSW,947.9,6
104011080,Grafton,NSW,941.1,18
104011081,Grafton Surrounds,NSW,957.4,3
104011082,Maclean - Yamba - Iluka,NSW,975.8,11
104021083,Bellingen,NSW,1014.2,7
104021084,Coffs Harbour - North,NSW,1000.1,24
104021087,Dorrigo,NSW,951.1,6
104021089,Sawtell - Boambee,NSW,968.3,6
104021090,Urunga,NSW,974.0,1
104021091,Woolgoolga - Arrawarra,NSW,985.8,6
105011092,Bourke - Brewarrina,NSW,743.5,10
105011093,Cobar,NSW,874.0,3
105011094,Coonamble,NSW,779.1,4
105011095,Nyngan - Warren,NSW,868.9,11
105011096,Walgett - Lightning Ridge,NSW,770.6,8
105021097,Broken Hill,NSW,905.5,10
105021098,Far West,NSW,738.0,5
105031099,Coonabarabran,NSW,888.6,9
105031101,Dubbo - South,NSW,939.8,23
105031103,Dubbo Surrounds,NSW,879.0,1
105031104,Gilgandra,NSW,882.9,4
105031105,Narromine,NSW,861.6,6
105031106,Wellington,NSW,845.6,9
106011107,Branxton - Greta - Pokolbin,NSW,963.2,4
106011108,Cessnock,NSW,937.0,16
106011110,Dungog,NSW,948.0,6
106011111,Kurri Kurri - Abermain,NSW,949.8,18
106011112,Singleton,NSW,938.5,10
106021614,East Maitland - Metford,NSW,1010.2,14
106021615,Rutherford (North) - Aberglasslyn,NSW,965.5,11
106021618,Thornton - Millers Forest,NSW,978.3,11
106031119,Anna Bay,NSW,963.5,2
106031120,Lemon Tree Passage - Tanilba Bay,NSW,901.0,1
106031121,Nelson Bay Peninsula,NSW,1005.5,7
106031122,Raymond Terrace,NSW,914.8,11
106031125,Williamtown - Medowie - Karuah,NSW,1006.2,5
106041126,Muswellbrook,NSW,887.2,7
106041127,Muswellbrook Surrounds,NSW,967.0,3
106041128,Scone,NSW,974.4,6
106041129,Scone Surrounds,NSW,940.0,7
107011131,Dapto - Avondale,NSW,971.3,8
107011134,Unanderra - Mount Kembla,NSW,1050.0,8
107011545,Berkeley - Lake Heights - Cringila,NSW,926.8,3
107011546,Port Kembla - Warrawong,NSW,950.0,10
107031136,Albion Park - Macquarie Pass,NSW,993.8,8
107031138,Kiama,NSW,1060.4,5
107031140,Kiama Hinterland - Gerringong,NSW,1091.0,1
107031141,Shellharbour - Flinders,NSW,1026.0,10
107031143,Warilla,NSW,933.2,9
107041144,Balgownie - Fairy Meadow,NSW,1054.4,9
107041145,Corrimal - Tarrawanna - Bellambi,NSW,1015.5,9
107041146,Figtree - Keiraville,NSW,1030.4,4
107041147,Helensburgh,NSW,1056.7,5
107041148,Thirroul - Austinmer - Coalcliff,NSW,1121.8,5
107041150,Woonona - Bulli - Russell Vale,NSW,1060.8,8
107041548,Wollongong - East,NSW,1098.5,16
108011151,Bulahdelah - Stroud,NSW,931.5,7
108011152,Forster,NSW,959.1,7
108011153,Forster-Tuncurry Surrounds,NSW,938.0,1
108021155,Kempsey,NSW,899.5,18
108021156,Kempsey Surrounds,NSW,940.0,5
108021157,Macksville - Scotts Head,NSW,948.8,5
108021158,Nambucca Heads,NSW,959.0,4
108021159,Nambucca Heads Surrounds,NSW,890.8,3
108021160,South West Rocks,NSW,952.0,1
108031161,Lord Howe Island,NSW,1009.0,1
108041162,Laurieton - Bonny Hills,NSW,976.4,9
108041164,Port Macquarie - West,NSW,1021.7,19
108041166,Wauchope,NSW,923.1,6
108051167,Gloucester,NSW,956.3,5
108051169,Taree,NSW,946.0,18
108051170,Taree Surrounds,NSW,938.0,3
108051171,Wingham,NSW,926.6,8
109011172,Albury - East,NSW,1016.8,19
109011175,Albury Surrounds,NSW,999.8,20
109011176,Lavington,NSW,943.0,6
109021177,Hay,NSW,928.4,3
109021178,Wentworth - Buronga,NSW,886.9,4
109021179,Wentworth-Balranald Region,NSW,899.5,9
109031180,Corowa,NSW,981.1,6
109031181,Corowa Surrounds,NSW,971.4,3
109031182,Deniliquin,NSW,954.3,9
109031183,Deniliquin Surrounds,NSW,965.4,3
109031184,Moama,NSW,1045.2,3
109031185,Tocumwal - Finley - Jerilderie,NSW,979.5,9
110011186,Armidale,NSW,989.0,16
110011187,Armidale Surrounds - North,NSW,911.8,5
110011188,Armidale Surrounds - South,NSW,920.6,4
110011189,Walcha,NSW,946.0,5
110021190,Glen Innes,NSW,930.5,8
110021191,Inverell,NSW,918.9,7
110021192,Inverell Surrounds - East,NSW,833.1,5
110021193,Inverell Surrounds - West,NSW,909.8,6
110021194,Tenterfield,NSW,904.5,5
110031195,Moree,NSW,845.8,7
110031196,Moree Surrounds,NSW,794.8,9
110031197,Narrabri,NSW,893.2,4
110031198,Narrabri Surrounds,NSW,868.4,7
110041199,Gunnedah,NSW,912.2,7
110041200,Gunnedah Surrounds,NSW,887.3,5
110041201,Quirindi,NSW,905.5,10
110041202,Tamworth - East,NSW,953.4,26
110041205,Tamworth Surrounds,NSW,899.3,10
111011206,Belmont - Bennetts Green,NSW,1025.4,9
111011208,Charlestown - Dudley,NSW,1025.4,16
111011209,Glendale - Cardiff - Hillsborough,NSW,990.2,12
111011210,Mount Hutton - Windale,NSW,802.5,2
111011212,Swansea - Caves Beach,NSW,989.4,7
111011214,Warners Bay - Boolaroo,NSW,1068.1,5
111021215,Bolton Point - Teralba,NSW,975.3,8
111021216,Bonnells Bay - Silverwater,NSW,951.5,7
111021218,Morisset - Cooranbong,NSW,1028.0,2
111021219,Toronto - Awaba,NSW,991.0,13
111021220,Wangi Wangi - Rathmines,NSW,987.0,1
111021221,West Wallsend - Barnsley - Killingworth,NSW,943.3,5
111031222,Adamstown - Kotara,NSW,1078.9,9
111031224,Hamilton - Broadmeadow,NSW,1099.6,7
111031225,Lambton - New Lambton,NSW,1053.0,10
111031227,Mayfield - Warabrook,NSW,1040.4,6
111031228,Merewether - The Junction,NSW,1116.6,6
111031229,Newcastle - Cooks Hill,NSW,1093.2,4
111031231,Shortland - Jesmond,NSW,944.0,3
111031232,Stockton - Fullerton Cove,NSW,1016.1,3
111031233,Wallsend - Elermore Vale,NSW,1036.8,11
111031234,Waratah - North Lambton,NSW,1052.4,9
111031235,Wickham - Carrington - Tighes Hill,NSW,1081.5,3
112011236,Ballina,NSW,1046.4,13
112011237,Ballina Surrounds,NSW,1003.8,8
112011238,Bangalow,NSW,1079.2,4
112011239,Brunswick Heads - Ocean Shores,NSW,1035.4,5
112011240,Byron Bay,NSW,1071.6,5
112011241,Evans Head,NSW,955.4,4
112011243,Mullumbimby,NSW,1040.0,9
112021244,Casino,NSW,922.0,8
112021245,Casino Surrounds,NSW,852.7,9
112021247,Kyogle,NSW,939.4,7
112021248,Lismore,NSW,997.2,39
112031250,Kingscliff - Fingal Head,NSW,1019.6,6
112031251,Murwillumbah,NSW,1019.2,19
112031252,Murwillumbah Surrounds,NSW,941.0,1
112031253,Pottsville,NSW,1054.3,3
112031254,Tweed Heads,NSW,1020.9,2
112031550,Banora Point,NSW,1035.0,14
113011256,Griffith (NSW),NSW,956.3,16
113011257,Griffith Surrounds,NSW,923.5,6
113011258,Leeton,NSW,967.8,11
113011259,Narrandera,NSW,897.2,4
113021260,Tumbarumba,NSW,937.2,3
113021261,Tumut,NSW,953.8,5
113021262,Tumut Surrounds,NSW,936.1,4
113031263,Cootamundra,NSW,947.0,7
113031264,Gundagai,NSW,938.8,7
113031265,Junee,NSW,935.0,5
113031266,Temora,NSW,963.0,8
113031269,Wagga Wagga - South,NSW,991.3,29
113031270,Wagga Wagga - West,NSW,1002.0,1
113031271,Wagga Wagga Surrounds,NSW,958.2,17
114011272,Berry - Kangaroo Valley,NSW,1048.5,2
114011278,Nowra,NSW,969.7,16
114011279,St Georges Basin - Erowal Bay,NSW,954.1,14
114011282,Ulladulla,NSW,987.4,2
114011283,Ulladulla Surrounds,NSW,1021.4,3
114021284,Bowral,NSW,1077.9,9
114021286,Mittagong,NSW,1029.2,8
114021287,Moss Vale - Berrima,NSW,1021.7,8
114021289,Southern Highlands,NSW,1036.0,1
115011290,Baulkham Hills - East,NSW,1133.5,14
115011294,Glenhaven,NSW,1108.0,6
115011296,West Pennant Hills,NSW,1134.2,2
115011555,Castle Hill - North,NSW,1124.0,10
115011558,Cherrybrook,NSW,1151.6,4
115021297,Dural - Kenthurst - Wisemans Ferry,NSW,1109.8,9
115021298,Galston - Laughtondale,NSW,1088.7,4
115031299,Bilpin - Colo - St Albans,NSW,962.9,2
115031300,Kurrajong Heights - Ebenezer,NSW,1016.8,8
115041625,Rouse Hill - Beaumont Hills,NSW,1119.8,17
116011303,Blacktown (East) - Kings Park,NSW,1025.4,22
116011306,Doonside - Woodcroft,NSW,971.6,5
116011307,Lalor Park - Kings Langley,NSW,1013.0,13
116021309,Glenwood,NSW,1101.2,6
116021563,Quakers Hill,NSW,1073.0,8
116021628,Kellyville Ridge - The Ponds,NSW,1126.1,4
116021630,Riverstone,NSW,1078.7,23
116021632,Schofields - East,NSW,1091.1,4
116031315,Hassall Grove - Plumpton,NSW,1008.5,11
116031317,Mount Druitt - Whalan,NSW,921.8,28
116031319,Rooty Hill - Minchinbury,NSW,990.3,5
117011321,Botany,NSW,1075.2,4
117011634,Eastlakes,NSW,1067.0,3
117011635,Mascot,NSW,1049.2,3
117021327,Petersham - Stanmore,NSW,1144.4,10
117021328,Sydenham - Tempe - St Peters,NSW,1096.3,3
117021637,Marrickville - South,NSW,1074.4,8
117031330,Erskineville - Alexandria,NSW,1076.5,4
117031331,Glebe - Forest Lodge,NSW,1113.4,6
117031333,Potts Point - Woolloomooloo,NSW,1096.5,4
117031336,Surry Hills,NSW,1194.8,7
117031638,Camperdown - Darlington,NSW,977.0,1
117031639,Chippendale,NSW,1030.0,1
117031640,Newtown (NSW),NSW,1127.4,7
117031642,Redfern,NSW,845.3,2
117031644,Sydney (North) - Millers Point,NSW,1150.2,6
117031646,Ultimo,NSW,1134.6,4
117031647,Waterloo,NSW,1024.3,3
118011339,Bondi - Tamarama - Bronte,NSW,1143.4,7
118011340,Bondi Beach - North Bondi,NSW,1122.2,6
118011341,Bondi Junction - Waverly,NSW,1143.9,2
118011345,Paddington - Moore Park,NSW,1182.4,4
118011346,Rose Bay - Vaucluse - Watsons Bay,NSW,1137.9,7
118011347,Woollahra,NSW,1193.0,1
118011649,Bellevue Hill,NSW,1168.6,3
118011650,Double Bay - Darling Point,NSW,1203.3,2
118021564,Kensington (NSW),NSW,1109.5,3
118021565,Kingsford,NSW,1086.8,3
118021567,Maroubra - South,NSW,1098.0,10
118021569,Randwick - North,NSW,1125.9,13
118021651,Coogee - Clovelly,NSW,1131.5,3
118021653,Matraville - Chifley,NSW,1014.2,8
119011354,Bass Hill - Georges Hall,NSW,1010.5,7
119011358,Padstow,NSW,1039.7,5
119011360,Revesby,NSW,1021.7,6
119011361,Yagoona - Birrong,NSW,999.6,2
119011571,Bankstown - North,NSW,978.8,14
119011655,Greenacre - North,NSW,1040.2,10
119011657,Panania (North) - Milperra,NSW,1051.3,2
119011658,Panania (South) - Picnic Point,NSW,1038.0,9
119021362,Belmore - Belfield,NSW,1015.7,6
119021366,Punchbowl,NSW,996.8,6
119021573,Lakemba,NSW,1006.3,8
119021659,Campsie - North,NSW,1031.5,4
119021662,Earlwood,NSW,1085.1,4
119021663,Kingsgrove - North,NSW,1045.9,6
119031370,Narwee - Beverly Hills,NSW,1036.7,5
119031372,Peakhurst - Lugarno,NSW,1042.0,10
119031374,South Hurstville - Blakehurst,NSW,1075.4,6
119031664,Hurstville - Central,NSW,1107.7,9
119031666,Mortdale - Oatley,NSW,1084.7,8
119031667,Penshurst,NSW,1071.5,4
119041378,Kogarah,NSW,1065.7,8
119041379,Kogarah Bay - Carlton - Allawah,NSW,1064.0,1
119041381,Rockdale - Banksia,NSW,1065.8,7
119041382,Sans Souci - Ramsgate,NSW,1069.1,2
119041668,Arncliffe - Bardwell Valley,NSW,1045.5,6
119041669,Bexley - North,NSW,1085.2,8
120011383,Concord - Mortlake - Cabarita,NSW,1095.9,8
120011385,Drummoyne - Rodd Point,NSW,1145.0,2
120011386,Five Dock - Abbotsford,NSW,1113.4,7
120011672,Concord West - North Strathfield,NSW,1102.2,4
120021387,Balmain,NSW,1162.1,5
120021389,Lilyfield - Rozelle,NSW,1130.6,2
120021674,Annandale (NSW),NSW,1138.4,4
120021675,Leichhardt,NSW,1122.2,6
120031392,Canterbury (North) - Ashbury,NSW,1057.6,6
120031393,Croydon Park - Enfield,NSW,1049.3,6
120031394,Dulwich Hill - Lewisham,NSW,1094.1,3
120031395,Haberfield - Summer Hill,NSW,1157.5,6
120031396,Homebush,NSW,1060.7,3
120031676,Ashfield - North,NSW,1065.5,4
120031678,Burwood (NSW),NSW,1147.5,3
120031679,Croydon,NSW,1125.2,4
120031680,Strathfield - East,NSW,1125.5,9
121011682,Artarmon,NSW,1167.0,1
121011683,Castle Cove - Northbridge,NSW,1178.6,2
121011684,Chatswood - East,NSW,1139.7,5
121011686,Lane Cove,NSW,1161.2,6
121011687,Willoughby,NSW,1149.2,4
121021403,Asquith - Mount Colah,NSW,1094.6,2
